category,segment,sales,ad_spend,social_engagement,stock_level,satisfaction_score,aov,eco_index,roas,social_efficiency,inventory_status,strategic_recommendation
Home,26-35,311,1753.9878676961114,302,60,5,41.2565203056879,0.9,0.18,0.17,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Electronics,26-35,330,223.06565065677307,380,74,2,134.0168445408577,1,1.48,1.7,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Home,18-25,66,746.3486438109979,886,57,2,132.83590177227595,1.1,0.09,1.19,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Beauty,60+,471,729.9148791943837,131,57,5,55.9682378979783,1,0.65,0.18,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Electronics,36-45,348,946.2843489279767,956,35,2,126.15776908939192,1,0.37,1.01,LOW,"QUALITY CHECK: High Returns/Complaints"
Electronics,36-45,391,747.5587628140111,847,39,4,107.50978126438618,1,0.52,1.13,LOW,"STABLE: Monitor KPIs"
Fashion,18-25,177,1020.1687899746468,911,15,1,182.36802282826088,1.1,0.17,0.89,CRITICAL,"QUALITY CHECK: High Returns/Complaints"
Sports,60+,59,1340.2305462500676,912,81,5,72.61149548247204,1,0.04,0.68,HEALTHY,"STABLE: Monitor KPIs"
Home,60+,101,617.3358469893655,808,52,2,135.6779461615149,0.9,0.16,1.31,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Sports,26-35,385,781.6690537469408,443,93,1,193.25527512076945,1.1,0.49,0.57,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Sports,46-60,120,782.1929658601968,552,53,1,152.6077257778785,0.9,0.15,0.71,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Sports,60+,349,845.9962759775073,306,75,1,38.807611129089665,1,0.41,0.36,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Fashion,26-35,292,989.2209170100139,681,92,5,37.64930408934518,1.1,0.3,0.69,HEALTHY,"STABLE: Monitor KPIs"
Sports,18-25,402,675.1415596687388,216,99,3,70.19474107758393,1.1,0.6,0.32,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Sports,18-25,447,1298.5415299032356,457,58,4,168.86274672218477,1,0.34,0.35,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Fashion,46-60,351,1121.6731619910477,169,49,2,162.11071462660655,0.9,0.31,0.15,LOW,"BUDGET CUT: Marketing Underperforming"
Beauty,36-45,283,580.6651813238257,218,16,4,61.736138761005186,0.9,0.49,0.38,CRITICAL,"BUDGET CUT: Marketing Underperforming"
Beauty,26-35,499,1027.4086078035104,373,10,2,79.35623313109352,1.1,0.49,0.36,CRITICAL,"BUDGET CUT: Marketing Underperforming"
Fashion,36-45,274,1235.859894839852,557,28,1,166.77422955229977,1.1,0.22,0.45,LOW,"BUDGET CUT: Marketing Underperforming"
Fashion,18-25,463,958.6613447932755,648,47,2,65.6551380327071,1.1,0.48,0.68,LOW,"QUALITY CHECK: High Returns/Complaints"
Home,36-45,78,896.6339162616198,460,88,3,90.32528409969672,0.9,0.09,0.51,HEALTHY,"STABLE: Monitor KPIs"
Electronics,60+,434,725.5475283224349,316,59,1,172.21901096276588,1.1,0.6,0.44,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Fashion,36-45,287,905.0498975418056,161,49,2,29.38459873993306,1.1,0.32,0.18,LOW,"BUDGET CUT: Marketing Underperforming"
Beauty,18-25,196,1251.927114284451,213,37,3,167.6997090166007,1,0.16,0.17,LOW,"BUDGET CUT: Marketing Underperforming"
Sports,26-35,156,635.8732495317815,820,57,5,155.61015340135222,1,0.25,1.29,HEALTHY,"STABLE: Monitor KPIs"
Electronics,46-60,481,1391.9136432386185,280,60,5,119.60571085810726,0.9,0.35,0.2,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Sports,46-60,473,1748.228704457933,417,49,4,162.6916602584187,1.1,0.27,0.24,LOW,"BUDGET CUT: Marketing Underperforming"
Beauty,26-35,139,906.6666675348446,966,99,4,164.2768229819094,0.9,0.15,1.07,HEALTHY,"STABLE: Monitor KPIs"
Home,18-25,292,1012.2640432827613,489,45,5,87.38954672047285,0.9,0.29,0.48,LOW,"BUDGET CUT: Marketing Underperforming"
Sports,60+,234,1077.6029048811633,580,96,1,67.13570607911498,1.1,0.22,0.54,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Beauty,18-25,167,1017.562269332126,303,82,5,34.603062424025914,1.1,0.16,0.3,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Home,36-45,283,1162.9638904660364,267,42,2,99.56106134557201,1,0.24,0.23,LOW,"BUDGET CUT: Marketing Underperforming"
Beauty,60+,147,1390.7490732008405,477,43,2,121.53905254997184,1,0.11,0.34,LOW,"BUDGET CUT: Marketing Underperforming"
Sports,60+,431,860.869252440192,565,60,4,195.94842111541993,0.9,0.5,0.66,HEALTHY,"STABLE: Monitor KPIs"
Beauty,18-25,418,1089.869519711634,309,56,1,173.15525549623874,0.9,0.38,0.28,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Home,18-25,69,1137.3268209848857,397,57,1,193.62746572009488,0.9,0.06,0.35,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,18-25,84,710.1424893554749,984,71,1,105.20750711763152,1,0.12,1.39,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Fashion,26-35,214,781.9894839578081,606,98,3,49.967401456743346,0.9,0.27,0.77,HEALTHY,"STABLE: Monitor KPIs"
Beauty,26-35,215,362.2258995916876,419,31,1,48.52964579216819,1,0.59,1.16,LOW,"QUALITY CHECK: High Returns/Complaints"
Home,60+,226,612.8643936522758,529,29,1,51.64041101387342,1.1,0.37,0.86,LOW,"QUALITY CHECK: High Returns/Complaints"
Beauty,26-35,404,1403.6291591314146,434,87,5,41.113081425506124,1.1,0.29,0.31,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Sports,46-60,366,1221.444198912295,389,85,2,187.32356694523426,1.1,0.3,0.32,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Electronics,46-60,352,1120.596819210834,541,52,5,65.2823989332544,1.1,0.31,0.48,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Fashion,60+,306,1249.162788015877,271,60,2,173.7288784051845,1.1,0.24,0.22,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Fashion,46-60,334,1401.9402486573408,343,80,4,140.76779390424218,1.1,0.24,0.24,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,60+,383,607.7551031301098,941,21,1,157.9577892123311,1,0.63,1.55,LOW,"QUALITY CHECK: High Returns/Complaints"
Sports,36-45,70,759.6588410739946,291,64,2,167.53923881363644,1.1,0.09,0.38,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,60+,479,992.2115118008505,965,21,3,54.71930967107721,1.1,0.48,0.97,LOW,"STABLE: Monitor KPIs"
Beauty,26-35,402,1230.4292628437822,521,44,3,113.07265966277774,0.9,0.33,0.42,LOW,"BUDGET CUT: Marketing Underperforming"
Home,46-60,358,1030.5758104077927,855,73,4,37.12639408786047,1,0.35,0.83,HEALTHY,"STABLE: Monitor KPIs"
Sports,18-25,115,730.3352269874746,566,82,4,82.58714151280611,0.9,0.16,0.77,HEALTHY,"STABLE: Monitor KPIs"
Fashion,26-35,128,697.6309512151706,978,83,5,35.97707652794925,1,0.18,1.4,HEALTHY,"STABLE: Monitor KPIs"
Sports,60+,352,1093.3725822971016,701,13,3,134.73186830054135,1.1,0.32,0.64,CRITICAL,"STABLE: Monitor KPIs"
Beauty,60+,137,1115.0163253281594,641,55,3,73.04939041389466,0.9,0.12,0.57,HEALTHY,"STABLE: Monitor KPIs"
Sports,18-25,465,706.5436356202497,543,96,2,21.657586094674535,1.1,0.66,0.77,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Fashion,26-35,114,1041.475849855213,324,91,5,44.886781624767714,0.9,0.11,0.31,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,60+,374,719.8177428738793,490,99,2,85.02849842933931,1,0.52,0.68,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Sports,36-45,330,1113.8980182782827,406,67,3,28.015488621747892,1,0.3,0.36,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Home,36-45,149,1578.8330015970978,242,49,1,142.99464851667574,1,0.09,0.15,LOW,"BUDGET CUT: Marketing Underperforming"
Electronics,18-25,358,894.9748797354537,741,18,3,75.93803276645704,0.9,0.4,0.83,CRITICAL,"STABLE: Monitor KPIs"
Fashion,60+,121,866.9279993254089,507,78,4,152.0412000454093,0.9,0.14,0.58,HEALTHY,"STABLE: Monitor KPIs"
Electronics,46-60,250,879.5062277462789,535,95,4,78.40440660007327,1,0.28,0.61,HEALTHY,"STABLE: Monitor KPIs"
Home,36-45,133,572.6642069551724,892,68,1,49.74486303876809,1.1,0.23,1.56,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Home,60+,139,1162.2546145989347,806,18,1,46.84170208122957,1.1,0.12,0.69,CRITICAL,"QUALITY CHECK: High Returns/Complaints"
Electronics,26-35,57,1376.610772527723,993,14,1,152.5719404301894,0.9,0.04,0.72,CRITICAL,"QUALITY CHECK: High Returns/Complaints"
Beauty,26-35,255,502.052406738717,241,64,5,55.93097301347293,1.1,0.51,0.48,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Home,26-35,480,402.15665451620566,942,53,1,80.54710555204792,1,1.19,2.34,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Electronics,36-45,362,1232.745986533651,640,16,4,62.34673225456934,1,0.29,0.52,CRITICAL,"STABLE: Monitor KPIs"
Sports,18-25,487,583.7786535140879,746,65,3,191.2247919882294,1,0.83,1.28,HEALTHY,"STABLE: Monitor KPIs"
Fashion,60+,294,1054.4403374073884,370,39,5,172.00780182213487,0.9,0.28,0.35,LOW,"BUDGET CUT: Marketing Underperforming"
Home,46-60,117,941.6602823928372,729,70,3,152.59151084022233,0.9,0.12,0.77,HEALTHY,"STABLE: Monitor KPIs"
Fashion,46-60,179,1306.5291135385933,425,96,5,90.78412311754133,1,0.14,0.33,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Sports,18-25,51,534.6138608715296,893,69,3,178.58266710674093,1,0.1,1.67,HEALTHY,"STABLE: Monitor KPIs"
Home,60+,405,902.6054603418056,890,61,3,115.74443256005745,1.1,0.45,0.99,HEALTHY,"STABLE: Monitor KPIs"
Electronics,46-60,428,958.4961873233965,593,94,5,198.9535708475651,0.9,0.45,0.62,HEALTHY,"STABLE: Monitor KPIs"
Beauty,26-35,429,1081.08267076286,321,27,5,184.27406836660955,0.9,0.4,0.3,LOW,"BUDGET CUT: Marketing Underperforming"
Electronics,18-25,320,1015.6113575069328,347,32,1,36.92911487842399,1,0.32,0.34,LOW,"BUDGET CUT: Marketing Underperforming"
Home,60+,364,990.6404425533797,534,57,5,155.35737914803786,1,0.37,0.54,HEALTHY,"STABLE: Monitor KPIs"
Fashion,26-35,164,1302.05940132222,558,88,3,143.30013494403823,0.9,0.13,0.43,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Electronics,46-60,182,903.1373137731232,686,55,1,113.13577391300956,0.9,0.2,0.76,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Beauty,36-45,407,1038.7972185956346,797,78,4,193.44137371687395,1,0.39,0.77,HEALTHY,"STABLE: Monitor KPIs"
Sports,36-45,299,1255.5199885894465,490,71,2,84.11805163823989,1,0.24,0.39,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Sports,46-60,166,821.5524974159466,967,46,4,167.64153466606177,1,0.2,1.18,LOW,"STABLE: Monitor KPIs"
Fashion,18-25,393,609.7378275962549,805,26,5,24.399620085080105,1.1,0.64,1.32,LOW,"STABLE: Monitor KPIs"
Electronics,46-60,328,1283.157592738022,429,90,4,54.29694789313009,0.9,0.26,0.33,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Home,60+,219,658.9234785222866,270,20,5,43.79540636483743,1.1,0.33,0.41,LOW,"BUDGET CUT: Marketing Underperforming"
Home,26-35,491,926.3780541841721,779,45,2,171.76280534261133,1.1,0.53,0.84,LOW,"QUALITY CHECK: High Returns/Complaints"
Beauty,36-45,362,903.7941539481951,338,74,4,77.57319409597798,1.1,0.4,0.37,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Fashion,18-25,90,787.8395137916916,340,93,5,143.1739581132503,1,0.11,0.43,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,46-60,157,1285.9510154624063,951,35,3,134.98140158099173,1.1,0.12,0.74,LOW,"STABLE: Monitor KPIs"
Fashion,46-60,91,153.46316308729774,199,83,3,42.24021207377975,1,0.59,1.3,HEALTHY,"STABLE: Monitor KPIs"
Electronics,18-25,321,714.77275862021,290,42,4,197.89814181843357,1.1,0.45,0.41,LOW,"BUDGET CUT: Marketing Underperforming"
Home,60+,160,1356.1962479263314,205,66,4,71.13016339725493,1.1,0.12,0.15,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Home,46-60,476,1228.6665247153003,104,24,4,75.62932806736782,0.9,0.39,0.08,LOW,"BUDGET CUT: Marketing Underperforming"
Sports,60+,439,979.9585816240167,832,50,5,61.615617197958684,1.1,0.45,0.85,HEALTHY,"STABLE: Monitor KPIs"
Beauty,18-25,132,837.955373294656,744,79,4,192.08427754150975,0.9,0.16,0.89,HEALTHY,"STABLE: Monitor KPIs"
Home,60+,171,868.4440059406738,409,16,1,143.0655604195416,1,0.2,0.47,CRITICAL,"BUDGET CUT: Marketing Underperforming"
Beauty,26-35,105,734.9959380259419,270,91,2,158.02974826797603,1.1,0.14,0.37,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,46-60,286,759.0888904028118,309,55,1,53.74784527134312,1,0.38,0.41,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Home,60+,294,1461.6415027208302,372,30,3,57.139486952971986,1,0.2,0.25,LOW,"BUDGET CUT: Marketing Underperforming"
Electronics,46-60,346,895.2051508633951,973,82,2,67.28163897703702,1,0.39,1.09,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Fashion,46-60,258,686.0458540471949,702,87,1,97.36935350956101,1,0.38,1.02,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Electronics,60+,238,717.5835515208105,717,67,5,157.57139796783537,1,0.33,1,HEALTHY,"STABLE: Monitor KPIs"
Home,26-35,260,1042.2474545856694,873,88,1,107.04264789384918,1.1,0.25,0.84,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Beauty,36-45,431,827.2280799426395,516,73,3,183.04012942511181,1,0.52,0.62,HEALTHY,"STABLE: Monitor KPIs"
Sports,18-25,58,639.9094797345709,272,76,1,95.71764456427165,1,0.09,0.43,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Fashion,26-35,491,1328.8012452961675,278,51,2,102.75698756527596,1,0.37,0.21,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Electronics,26-35,233,694.2629446178897,869,13,4,166.88298847738804,1.1,0.34,1.25,CRITICAL,"STABLE: Monitor KPIs"
Electronics,36-45,186,628.8740723927624,626,57,5,146.0715167175845,1,0.3,1,HEALTHY,"STABLE: Monitor KPIs"
Home,26-35,200,1272.2718448761761,851,65,2,92.01045486478996,1.1,0.16,0.67,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Electronics,26-35,362,1162.2316036417892,256,95,2,154.15884271542217,0.9,0.31,0.22,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Home,18-25,83,1364.624374863452,594,34,1,83.90623324095506,0.9,0.06,0.44,LOW,"BUDGET CUT: Marketing Underperforming"
Fashion,26-35,462,743.342615439899,158,81,2,197.10380969473343,1,0.62,0.21,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Electronics,36-45,207,882.5739276043048,281,84,2,192.68661327557783,0.9,0.23,0.32,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Fashion,18-25,496,814.2681976194613,395,53,4,192.52617440032745,1.1,0.61,0.49,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,60+,459,1154.1084764828042,978,91,2,160.7034743667393,1,0.4,0.85,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Electronics,26-35,314,1476.4313118231844,850,32,3,96.15493778199567,1.1,0.21,0.58,LOW,"STABLE: Monitor KPIs"
Fashion,26-35,115,875.494786100389,422,51,2,44.14904867359766,1,0.13,0.48,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Home,18-25,492,1227.1308044442976,815,35,3,180.50012379907758,1,0.4,0.66,LOW,"STABLE: Monitor KPIs"
Beauty,26-35,485,732.5618222409486,710,33,1,97.82141860582311,1.1,0.66,0.97,LOW,"QUALITY CHECK: High Returns/Complaints"
Beauty,26-35,218,1108.5970719956072,532,25,2,63.8105061723627,1.1,0.2,0.48,LOW,"BUDGET CUT: Marketing Underperforming"
Home,26-35,332,589.9393945960135,666,32,3,59.53954504389683,0.9,0.56,1.13,LOW,"STABLE: Monitor KPIs"
Beauty,60+,447,987.0864988306436,340,81,2,179.28872668782455,1,0.45,0.34,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,26-35,297,524.1690824002696,685,52,5,110.14214570280112,1,0.57,1.31,HEALTHY,"STABLE: Monitor KPIs"
Fashion,46-60,170,1155.7574294229823,979,18,2,188.17603040337133,1.1,0.15,0.85,CRITICAL,"QUALITY CHECK: High Returns/Complaints"
Fashion,26-35,390,1138.5086815818906,683,43,1,170.63372656271108,1.1,0.34,0.6,LOW,"QUALITY CHECK: High Returns/Complaints"
Beauty,46-60,332,1009.8196888919956,751,99,2,33.06832626483301,1,0.33,0.74,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Fashion,60+,497,1128.6856740032033,575,22,1,112.511268527801,1,0.44,0.51,LOW,"QUALITY CHECK: High Returns/Complaints"
Home,36-45,146,1216.2361442564888,785,11,5,110.05243285733096,1,0.12,0.65,CRITICAL,"STABLE: Monitor KPIs"
Fashion,46-60,106,1150.591946325615,936,15,5,81.30341402677661,1.1,0.09,0.81,CRITICAL,"STABLE: Monitor KPIs"
Home,26-35,163,1511.6002331024984,273,64,3,50.90439958077481,1,0.11,0.18,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Sports,36-45,364,317.31304694780147,875,21,2,29.6000454986854,1.1,1.15,2.76,LOW,"QUALITY CHECK: High Returns/Complaints"
Sports,26-35,315,765.6531521298917,627,32,3,106.92082763940297,0.9,0.41,0.82,LOW,"STABLE: Monitor KPIs"
Sports,46-60,330,882.9804201883552,283,64,1,147.8298405889139,0.9,0.37,0.32,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Sports,36-45,238,1121.8425877212505,189,25,1,102.36205142478046,1.1,0.21,0.17,LOW,"BUDGET CUT: Marketing Underperforming"
Electronics,60+,273,1435.8452770480792,451,58,1,159.85231618729657,0.9,0.19,0.31,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,26-35,243,772.5869929421231,799,58,4,182.43202648181793,0.9,0.31,1.03,HEALTHY,"STABLE: Monitor KPIs"
Beauty,18-25,112,1166.029763468168,579,89,3,105.87470555202391,1.1,0.1,0.5,HEALTHY,"STABLE: Monitor KPIs"
Fashion,60+,202,921.504451400192,266,87,5,113.91322192136315,1,0.22,0.29,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Home,36-45,199,1165.6354711190243,759,50,2,113.7273489425171,0.9,0.17,0.65,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Beauty,26-35,334,1333.7521411811445,898,19,4,61.11530317119014,1,0.25,0.67,CRITICAL,"STABLE: Monitor KPIs"
Fashion,26-35,358,1106.2604879708354,658,46,3,85.67362939262517,0.9,0.32,0.59,LOW,"STABLE: Monitor KPIs"
Home,26-35,345,1389.7137028610487,964,98,4,84.16433477640719,1.1,0.25,0.69,HEALTHY,"STABLE: Monitor KPIs"
Fashion,18-25,427,704.7021140745048,594,42,3,119.18673177655074,1.1,0.61,0.84,LOW,"STABLE: Monitor KPIs"
Home,36-45,436,843.1730526565285,841,82,4,30.09670272809369,1.1,0.52,1,HEALTHY,"STABLE: Monitor KPIs"
Electronics,60+,268,1343.1213786268167,808,59,4,41.94254205361597,0.9,0.2,0.6,HEALTHY,"STABLE: Monitor KPIs"
Beauty,46-60,266,872.9875903104206,127,41,5,151.33575399318616,1.1,0.3,0.15,LOW,"BUDGET CUT: Marketing Underperforming"
Beauty,26-35,358,1541.1664871138803,633,10,4,120.8030206132009,0.9,0.23,0.41,CRITICAL,"BUDGET CUT: Marketing Underperforming"
Electronics,36-45,349,974.443105089915,779,15,2,156.19086046226388,0.9,0.36,0.8,CRITICAL,"QUALITY CHECK: High Returns/Complaints"
Home,26-35,213,1131.38317054822,141,19,2,59.64896468527867,1,0.19,0.12,CRITICAL,"BUDGET CUT: Marketing Underperforming"
Sports,26-35,207,1026.3495353645328,182,33,2,59.68283220595502,1,0.2,0.18,LOW,"BUDGET CUT: Marketing Underperforming"
Beauty,36-45,236,1074.050666550148,958,62,5,119.30671978105525,1.1,0.22,0.89,HEALTHY,"STABLE: Monitor KPIs"
Beauty,46-60,102,1084.2974021809553,326,12,5,178.31184017451636,0.9,0.09,0.3,CRITICAL,"BUDGET CUT: Marketing Underperforming"
Sports,60+,285,685.7335525661642,394,40,1,49.01111757290502,0.9,0.42,0.57,LOW,"QUALITY CHECK: High Returns/Complaints"
Home,18-25,233,1132.7688094870146,250,18,4,57.58776335999519,1.1,0.21,0.22,CRITICAL,"BUDGET CUT: Marketing Underperforming"
Beauty,36-45,435,578.8389850169939,417,86,3,51.05544749701588,1.1,0.75,0.72,HEALTHY,"STABLE: Monitor KPIs"
Beauty,18-25,228,609.420216804928,387,72,4,38.52348667203769,0.9,0.37,0.64,HEALTHY,"STABLE: Monitor KPIs"
Electronics,36-45,497,768.3132095755363,317,51,4,195.42568469058796,0.9,0.65,0.41,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Fashion,18-25,285,128.30706042275995,826,29,5,99.99789847487166,0.9,2.22,6.44,LOW,"OPPORTUNITY: Increase Social Ad Spend"
Beauty,60+,353,773.9222088930915,123,89,3,169.83885111757627,1,0.46,0.16,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,60+,75,1180.9841682296349,169,33,2,133.31536519924623,1,0.06,0.14,LOW,"BUDGET CUT: Marketing Underperforming"
Electronics,36-45,282,1261.8845547169901,660,11,5,149.72188729245127,1,0.22,0.52,CRITICAL,"STABLE: Monitor KPIs"
Sports,60+,383,1234.472583033075,171,42,5,177.74567103134132,1,0.31,0.14,LOW,"BUDGET CUT: Marketing Underperforming"
Beauty,18-25,136,1187.3358343971781,915,39,4,152.41456669202617,1.1,0.11,0.77,LOW,"STABLE: Monitor KPIs"
Sports,36-45,268,891.8049672008686,346,25,5,157.6128951828132,1,0.3,0.39,LOW,"BUDGET CUT: Marketing Underperforming"
Fashion,46-60,223,1609.8847699291327,606,21,2,136.49878705015016,1,0.14,0.38,LOW,"BUDGET CUT: Marketing Underperforming"
Electronics,36-45,486,1615.282402447742,662,56,4,73.78936864027455,0.9,0.3,0.41,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,36-45,109,1300.764504517423,756,36,2,189.55330179322405,1,0.08,0.58,LOW,"QUALITY CHECK: High Returns/Complaints"
Electronics,18-25,407,823.6647430848576,986,62,2,147.2761017950367,0.9,0.49,1.2,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Beauty,18-25,365,1175.5636665073791,544,42,4,185.62385269265476,1,0.31,0.46,LOW,"BUDGET CUT: Marketing Underperforming"
Beauty,36-45,336,824.7208713867167,369,33,4,47.8665580670378,1.1,0.41,0.45,LOW,"BUDGET CUT: Marketing Underperforming"
Sports,46-60,209,857.7332783436161,812,25,4,189.84174735145135,1,0.24,0.95,LOW,"STABLE: Monitor KPIs"
Fashion,18-25,102,685.1089748871017,655,27,1,168.97769334805864,0.9,0.15,0.96,LOW,"QUALITY CHECK: High Returns/Complaints"
Home,60+,161,999.0985733852108,648,32,1,43.36096817380267,0.9,0.16,0.65,LOW,"QUALITY CHECK: High Returns/Complaints"
Sports,46-60,119,918.7866272944668,696,16,2,153.752876024621,0.9,0.13,0.76,CRITICAL,"QUALITY CHECK: High Returns/Complaints"
Sports,36-45,368,636.4072718822656,320,74,3,150.4764535673972,1,0.58,0.5,HEALTHY,"STABLE: Monitor KPIs"
Electronics,60+,188,853.2939727076644,553,18,4,49.1741354255435,0.9,0.22,0.65,CRITICAL,"STABLE: Monitor KPIs"
Sports,18-25,437,849.3877429744758,539,62,1,71.43555938132565,1.1,0.51,0.63,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Electronics,26-35,387,1388.4620614083096,248,57,5,76.07074663169934,1,0.28,0.18,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Electronics,26-35,131,701.140832408603,742,85,5,101.42895013040993,1,0.19,1.06,HEALTHY,"STABLE: Monitor KPIs"
Home,18-25,491,1045.233271589956,686,19,2,38.074319128521466,1.1,0.47,0.66,CRITICAL,"QUALITY CHECK: High Returns/Complaints"
Home,36-45,426,765.7588321251717,935,71,2,31.375719450312225,0.9,0.56,1.22,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Sports,18-25,100,916.2058078162609,811,66,1,163.31876244952932,0.9,0.11,0.89,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Home,46-60,408,1548.5234678838326,610,79,1,171.75702067048957,1.1,0.26,0.39,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,18-25,69,1409.8973420580783,752,82,1,151.6746865846364,0.9,0.05,0.53,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Fashion,18-25,207,1183.1578144496073,312,47,3,92.82013785433558,0.9,0.17,0.26,LOW,"BUDGET CUT: Marketing Underperforming"
Home,26-35,478,984.9613835231952,103,81,5,117.5310864849542,1,0.49,0.1,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Beauty,26-35,423,1428.6412981372346,795,48,3,174.99528999627935,1,0.3,0.56,LOW,"STABLE: Monitor KPIs"
Home,36-45,102,1407.7784502276388,792,91,2,146.87440004471932,0.9,0.07,0.56,HEALTHY,"QUALITY CHECK: High Returns/Complaints"
Fashion,26-35,353,704.4480503694152,815,26,4,191.36851903908942,0.9,0.5,1.16,LOW,"STABLE: Monitor KPIs"
Home,60+,372,625.3367514397085,791,59,3,85.40784057643356,1,0.59,1.26,HEALTHY,"STABLE: Monitor KPIs"
Fashion,18-25,334,796.7427446134293,313,39,3,197.94596558681314,1,0.42,0.39,LOW,"BUDGET CUT: Marketing Underperforming"
Sports,46-60,109,1457.7900579534532,813,33,5,169.74104621348826,0.9,0.07,0.56,LOW,"STABLE: Monitor KPIs"
Beauty,60+,183,329.8328121670436,723,10,3,129.3843405452749,1,0.55,2.19,CRITICAL,"STABLE: Monitor KPIs"
Fashion,36-45,296,851.4609994997872,971,64,4,148.53920591731378,1,0.35,1.14,HEALTHY,"STABLE: Monitor KPIs"
Sports,26-35,83,885.60529300246,264,55,5,175.4851480203678,0.9,0.09,0.3,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Sports,46-60,357,945.8457214536832,784,24,1,136.0601482364334,0.9,0.38,0.83,LOW,"QUALITY CHECK: High Returns/Complaints"
Fashion,60+,287,958.5745163529314,370,83,2,138.0937488539541,1.1,0.3,0.39,HEALTHY,"BUDGET CUT: Marketing Underperforming"
Sports,60+,176,1224.5892926940564,839,43,5,198.7194498603252,1.1,0.14,0.69,LOW,"STABLE: Monitor KPIs"
Beauty,26-35,278,1490.7881538462893,974,36,1,168.10483437917094,0.9,0.19,0.65,LOW,"QUALITY CHECK: High Returns/Complaints"
